MARPI Real Personal Income by MSA 1/,,,,,,,,,,,,,,
(thousands of chained 2012 dollars) ,,,,,,,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,,,,,,,
Metropolitan Statistical Area,,,,,,,,,,,,,,
GeoFips,GeoName,LineCode,Description,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
32780,"Medford, OR (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),7197229,7199316,7346094,7581702,7588351,8190228,8772208,9149692,9446281,9730703,9975289
32780,"Medford, OR (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,35577,35405,35879,36831,36627,39152,41495,42683,43582,44349,45148
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),54135681,55489282,56851023,58529573,57645661,58436290,60536198,62239970,63951590,65201418,66222456
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,41356,42117,42947,43961,43274,43824,45353,46580,47776,48567,49198
32900,"Merced, CA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),7653160,7941589,8373685,8450501,8734095,9643165,10143823,10225921,10378856,10413792,10837729
32900,"Merced, CA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,30333,30935,32294,32394,33333,36469,38084,38209,38285,37986,39030
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),222766758,238574222,245610197,252403725,245694251,260259373,276148300,276633238,291976397,304945471,309066517
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,40469,42729,43331,43929,42196,44158,46263,45682,47723,49634,50120
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4319141,4403194,4542701,4695763,4648988,4661047,4766040,4836569,5021623,5092334,5237148
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,38749,39505,40809,42189,41724,41715,43001,43880,45717,46302,47659
33220,"Midland, MI (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4030864,4033346,4208534,4092278,4007965,3634443,3623121,4148797,5041457,4666280,4799428
33220,"Midland, MI (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,48194,48216,50218,48880,47913,43530,43307,49733,60512,56070,57716
33260,"Midland, TX (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),9775619,11292859,15077768,16741373,17482509,18650746,14380210,12276416,17939053,21469452,21856025
33260,"Midland, TX (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,69356,79649,103907,109915,110910,114995,85610,72442,104999,120489,119691
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),74227887,74713273,77113131,78820165,77732846,79601553,82714296,83728130,85269835,88291876,89376365
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,47901,47995,49390,50292,49457,50541,52467,53127,54159,56094,56740
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),153907212,158066856,165334072,172328415,171978422,181105395,190772132,194005633,198890099,205810342,208802071
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,46422,47325,49011,50596,49982,52099,54448,54827,55623,57010,57363
33540,"Missoula, MT (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4264146,4092939,4305997,4519214,4416413,4653095,5188359,5299357,5684417,5813917,5884883
33540,"Missoula, MT (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,39222,37390,39058,40698,39467,41250,45463,45547,48241,49005,49205
33660,"Mobile, AL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),15843198,16213677,16727877,16432131,16397915,16538067,17238327,17459720,17861061,18187524,18516244
33660,"Mobile, AL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,36889,37624,38864,38129,38063,38370,39969,40457,41483,42266,43108
33700,"Modesto, CA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),16841431,17389356,17703351,18172849,18421198,20009112,21593489,22099145,22173026,22242184,22901970
33700,"Modesto, CA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,32923,33756,34205,34919,35192,37895,40497,40981,40706,40579,41590
33740,"Monroe, LA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),8151533,8049261,8168848,8250781,8311498,8298432,8624739,9050883,9035467,9191743,9234320
33740,"Monroe, LA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,39995,39327,39870,40218,40454,40368,41935,44082,44315,45473,46111
33780,"Monroe, MI (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),5565397,5650711,5781565,5918510,5940882,6145769,6505777,6717044,7018905,7200653,7427566
33780,"Monroe, MI (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,36543,37191,38163,39246,39569,41014,43560,45033,46965,47949,49353
33860,"Montgomery, AL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),14999534,15167084,15519306,15338119,15325459,15514618,16215980,16722689,17095055,17213085,17525112
33860,"Montgomery, AL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,40337,40433,41324,40916,40965,41541,43432,44729,45687,46145,46948
34060,"Morgantown, WV (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),5114783,5324771,5435176,5570960,5514062,5747385,5832454,5722906,5960804,6216965,6323016
34060,"Morgantown, WV (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,40117,40863,40965,41324,40560,41831,42105,41053,42697,44661,45475
34100,"Morristown, TN (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4818943,4905096,5133099,5088822,5080517,5268179,5558727,5730193,5792869,5882346,5902540
34100,"Morristown, TN (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,35399,35818,37315,36942,36836,38098,39930,40952,41114,41490,41349
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4726109,4703736,4854265,5081227,5069318,5289423,5574425,5697652,5845300,6100891,6376180
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,40548,40222,41285,43166,42868,44091,45858,46096,46443,47725,49349
34620,"Muncie, IN (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),3822159,3878238,3934092,4061779,4034067,4181444,4357157,4485725,4590303,4577815,4662025
34620,"Muncie, IN (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,32532,32960,33368,34708,34529,35896,37637,38785,39830,40052,40847
34740,"Muskegon, MI (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),5694184,5811711,5906794,6054324,6081909,6392681,6796525,6973208,7046270,7137007,7284471
34740,"Muskegon, MI (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,32961,33806,34741,35580,35304,37112,39412,40255,40579,41112,41969
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),12460432,12793907,13087552,13506087,13994266,15083755,16430692,17329682,18049614,19204068,20036898
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,33548,33816,33936,34341,34665,36253,38105,38740,38941,39927,40324
34900,"Napa, CA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),5612776,5669895,5816295,6308024,6424612,6772753,7188318,7589338,7740311,7711417,7928604
34900,"Napa, CA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,41490,41459,42242,45533,46028,48237,51031,53886,55336,55562,57560
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),19168272,21071684,21919466,24280248,23555794,26309130,28736658,29719186,31223534,34126284,34821760
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,60186,65322,66903,73082,69489,75773,80712,81323,83782,90233,90469
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),73277882,76933941,80275941,84768835,85461551,90614245,97094624,101945411,106015593,110792924,114149333
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,44966,46603,47939,49758,49257,51242,53802,55366,56556,58167,59013
35100,"New Bern, NC (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),5616560,5649825,5631240,5630771,5421430,5550282,5688607,5754166,5866584,5991389,6111854
35100,"New Bern, NC (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,44860,44339,43948,43850,42631,43780,45374,46039,47044,48091,49177
35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),35257641,35688344,36473713,36896308,36868345,37837285,39118129,40106188,40627160,41617965,42698204
35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,40996,41337,42221,42676,42730,43850,45476,46749,47365,48564,49954
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),51973297,54649336,54673650,57637264,57399725,60344505,61940151,62239816,64388859,67171604,68130128
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,44504,45719,45036,46978,46306,48318,49148,49100,50687,52885,53623
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),876201750,887871361,915352583,946120348,951917832,985300986,1022147509,1038167215,1076569750,1097258893,1121369151
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,46606,46919,48043,49407,49511,51102,52904,53694,55716,56922,58355
35660,"Niles, MI (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),6360714,6570636,6663873,6613088,6617027,6871048,7267567,7468939,7575477,7825723,7913630
35660,"Niles, MI (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,40499,41921,42476,42224,42382,44052,46881,48397,49151,50886,51588
35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),29574806,30942003,32197602,32492171,32998510,35998606,38906799,40206561,41988126,43511484,44272866
35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,42372,43992,45363,45110,45092,48176,50706,51001,52147,53016,52895
35980,"Norwich-New London, CT (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),13112299,13149429,13404039,13443512,13179160,13353191,13949947,13984765,13958135,13960855,14193950
35980,"Norwich-New London, CT (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,47920,47990,49092,49048,48280,49190,51736,52104,52196,52428,53520
36100,"Ocala, FL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),10869495,11200625,11454572,11601795,11367609,11888042,12401129,12908040,13412106,13686336,14027247
36100,"Ocala, FL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,32850,33805,34472,34749,33925,35171,36241,37149,37958,38117,38370
36140,"Ocean City, NJ (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4143032,4198368,4258612,4355341,4376700,4481228,4670447,4857181,5052419,5103734,5205750
36140,"Ocean City, NJ (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,42607,43188,44133,45261,45830,47217,49601,51862,54252,55208,56560
36220,"Odessa, TX (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),5179773,5424062,6078384,6942863,6869144,7495869,6704079,5987800,6773306,7797200,8049737
36220,"Odessa, TX (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,37828,39570,43528,48049,45900,48489,41926,37932,43156,48143,48427
36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),21148304,21054671,21777131,22650976,22848401,23847014,25615887,27222356,28485254,29561379,30710218
36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,35919,35106,35960,37000,36780,37806,40004,41722,42897,43882,44907
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),54535776,55678061,57979522,59907145,60796317,63599742,65085699,64719631,67058813,68694534,70399430
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,44059,44266,45401,46159,46053,47595,47957,47138,48541,49293,49966
36500,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),10158898,10276838,10313720,10527155,10438552,10703245,11180205,11621542,12076627,12444532,12992767
36500,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,40646,40620,40227,40720,39864,40403,41721,42459,43089,43504,44720
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),41688001,43486519,46157554,47451273,45845347,49043133,51760534,51208214,52908432,54734369,56035566
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,48688,50119,52690,53644,51289,54291,56688,55454,56769,58168,59019
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),71788345,75340554,78329337,80557788,81787271,86649955,93199406,96683998,102008854,106394396,109297303
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,33992,35220,35996,36195,36027,37279,39020,39373,40515,41321,41906
36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),6903326,7037987,7260074,7353465,7285380,7543926,7977904,8115173,8298668,8535924,8729179
36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,41479,42125,43346,43634,43037,44553,47138,47841,48703,49953,50778
36980,"Owensboro, KY (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4915804,4891952,4955086,4900139,4924089,5042608,5190168,5135260,5186411,5223723,5241315
36980,"Owensboro, KY (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,42976,42624,42992,42253,42313,43273,44164,43485,43784,43942,43882
37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),34122994,34555815,35445850,36337305,36044190,37363552,39370901,40001219,40366689,41640169,42960190
37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,41862,41881,42701,43595,43005,44359,46549,47209,47544,49096,50780
37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),20919219,21642309,22157945,21866099,21768762,22403195,23680806,24448947,25486372,26504495,27380868
37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,38589,39786,40705,39977,39561,40326,41858,42382,43361,44530,45488
37460,"Panama City, FL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),6484715,6817975,6841553,6758664,6784071,7130510,7572644,7727342,7741615,7920837,7666131
37460,"Panama City, FL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,38723,40294,40350,39350,38856,39994,41725,42080,41906,42530,43880
37620,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),3567456,3575131,3691446,3821329,3791039,4000062,3981748,3852788,3848383,4135633,4121871
37620,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,38549,38568,39846,41361,41046,43357,43215,42118,42362,45956,46137
37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),17013287,17593347,17958949,18196968,17978378,18750458,19765100,20352684,21040625,21696862,22422799
37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,38099,39014,39458,39420,38491,39841,41564,42281,43178,43885,44611
37900,"Peoria, IL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),18386169,18636084,19826808,20189568,19535389,19515533,20169957,20306486,20200392,20712108,20690920
37900,"Peoria, IL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,44148,44793,47582,48432,46725,46971,48855,49437,49643,51353,51655
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),269931481,277612527,288334464,299061817,300010091,310953861,325153956,335421378,337166420,346097284,354547017
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,45431,46494,48086,49706,49752,51428,53684,55289,55468,56819,58099
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),150136301,153000149,159803192,167878830,171108475,180343943,190691532,197693904,205239551,214206333,221396896
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,36146,36392,37574,38773,38861,40175,41649,42303,43129,44173,44743
38220,"Pine Bluff, AR (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),3535976,3460979,3471829,3449442,3482114,3452219,3482687,3494438,3529629,3533749,3554825
38220,"Pine Bluff, AR (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,35151,34573,35051,35407,36360,36384,37041,37827,38840,39596,40486
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),112315722,114033229,116439142,117389734,116079676,119719470,125180310,126175978,129904196,135774899,138721634
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,47684,48379,49330,49732,49190,50811,53319,53916,55777,58457,59856
38340,"Pittsfield, MA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),5801209,5883386,6056579,6142398,6050030,6319064,6635946,6666950,6612310,6711008,6798098
38340,"Pittsfield, MA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,44195,44803,46394,47146,46723,49040,51901,52468,52332,53304,54409
38540,"Pocatello, ID (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),2961222,3044106,3155776,3208194,3228006,3256343,3445644,3554371,3722368,3859320,3936136
38540,"Pocatello, ID (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,33041,33491,34519,35030,35377,35680,37505,38485,39988,40894,41221
38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),22839933,23224312,23821485,24051495,23614401,24333291,25407988,26129719,26859944,27820927,28613873
38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,44373,45191,46159,46464,45413,46439,48320,49403,50498,51979,53136
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),92380160,93449076,97148171,101360483,101063738,107312888,115549950,118424516,122346289,127628787,130668363
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,41863,41864,42932,44292,43731,45782,48517,48803,49839,51602,52426
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),17038285,17647589,18555846,20166158,19557091,21074731,22369537,23489447,24470760,24916688,25777437
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,40582,41507,43326,46690,44812,47555,49398,50636,51750,51784,52683
39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area) 4/",1,Real personal income (thousands of chained (2012) dollars),(NA),(NA),(NA),(NA),(NA),(NA),(NA),27402587,28157786,28501811,29307045
39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area) 4/",2,Real per capita personal income (chained (2012) dollars) 2/,(NA),(NA),(NA),(NA),(NA),(NA),(NA),40849,41820,42158,43152
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),6678090,6591231,6782702,6894405,7078739,7552050,8000424,8353425,8793996,9211457,9426167
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,31624,31241,32139,32522,33013,34688,36233,37197,38556,39744,40094
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),68374390,71129583,72099361,73604734,72884649,74711948,77616983,78121199,79893826,81697011,83473221
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,42708,44369,44979,45838,45342,46375,48122,48377,49420,50356,51381
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),14854270,14933661,15774650,16979986,17573648,19068203,20965025,22735843,23958110,25412447,26545537
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,28843,28163,29158,30874,31296,33391,35947,37811,38765,40137,40949
39380,"Pueblo, CO (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),5233925,5322970,5377509,5490134,5470024,5830111,6181477,6374941,6601862,6850058,7034175
39380,"Pueblo, CO (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,33158,33396,33571,34159,33968,36132,37922,38689,39703,40915,41765
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),5486883,5613996,5728192,5857708,5971341,6343463,6801103,7155539,7276069,7479746,7727674
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,34373,35115,35831,35993,36262,37749,39454,40274,40084,40464,40907
39540,"Racine, WI (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),8361370,8364834,8533332,8678623,8374774,8640829,9081206,9130352,9497159,9852374,9967940
39540,"Racine, WI (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,42850,42807,43781,44599,43018,44361,46649,46859,48498,50176,50776
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),51331936,53630132,54717903,57288148,57004740,60379939,64778057,67241928,69357174,73914813,76888240
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,46242,47152,47082,48229,46976,48647,50963,51572,51983,54286,55284
39660,"Rapid City, SD (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),5596612,5882961,5976926,6086410,5977280,6391755,6666162,6842362,7009804,7353381,7514341
39660,"Rapid City, SD (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,44716,46422,46730,46792,45173,47618,49431,50146,50633,52466,52878
39740,"Reading, PA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),16530522,17114493,17520733,17898008,17459178,17986208,18885459,19234891,19780449,20243710,20762412
39740,"Reading, PA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,40328,41536,42422,43282,42181,43386,45492,46262,47377,48139,49298
39820,"Redding, CA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),6346466,6510940,6518859,6557269,6647974,7082940,7567741,7699453,7815477,7982006,8171577
39820,"Redding, CA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,35799,36728,36708,36864,37265,39604,42441,43117,43568,44416,45377
39900,"Reno, NV (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),18386673,19334199,19773817,18877563,18821376,20094962,22502697,23806570,25785746,27667289,28112193
39900,"Reno, NV (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,43592,45391,46211,43778,43280,45659,50417,52471,55982,59076,59104
40060,"Richmond, VA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),54077416,55373938,57557646,60306182,60037837,62410654,65755449,67268773,69729558,71029384,72580475
40060,"Richmond, VA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,45854,46601,48083,49798,49109,50535,52745,53453,54924,55446,56181
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),122971462,124655132,129572863,131310158,133080091,138875903,148804287,155313496,158701474,162106849,168144317
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,29556,29383,30169,30293,30457,31453,33355,34422,34758,35145,36155
40220,"Roanoke, VA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),13227514,13302303,13588085,14164073,13862766,14095114,14768394,14836485,14981959,15188125,15257041
40220,"Roanoke, VA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,42972,43107,43955,45620,44449,45069,47160,47454,47868,48519,48710
40340,"Rochester, MN (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),9349282,9907452,10083335,10474848,10496206,10588243,11122966,11304881,11662495,12055890,12291061
40340,"Rochester, MN (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,45364,47811,48368,49988,49627,49790,51993,52298,53499,54846,55385
40380,"Rochester, NY (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),44833014,46073987,47120065,48442034,47222424,47179333,49313319,49960498,52147414,52595192,53836467
40380,"Rochester, NY (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,41591,42662,43567,44791,43654,43681,45784,46515,48647,49080,50331
40420,"Rockford, IL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),13329961,13515913,13607954,13762714,13883785,14214191,14961091,15026338,15477360,15834311,15898884
40420,"Rockford, IL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,38111,38707,39129,39797,40279,41512,43909,44243,45765,46971,47302
