"CAINC1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income",,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,,,,,,,,
Metropolitan Statistical Area,,,,,,,,,,,,,,,
GeoFips,GeoName,LineCode,Description,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
39740,"Reading, PA (Metropolitan Statistical Area)",2,Population (persons) 1/,407737,409904,412039,413008,413518,413915,414559,415138,415784,417511,420529,421164
39740,"Reading, PA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,37674,36509,38094,39947,41624,41099,43091,45103,46142,47629,49439,51299
39820,"Redding, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),5869863,5864920,6137606,6315796,6471067,6633514,7098384,7549180,7785786,8037785,8372513,8722632
39820,"Redding, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,177247,177279,177274,177588,177875,178397,178844,178314,178571,179384,179709,180080
39820,"Redding, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,33117,33083,34622,35564,36380,37184,39690,42336,43601,44808,46589,48438
39900,"Reno, NV (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),18134011,17365877,18541496,19413471,18799486,18974275,20334744,22652172,23949879,26286758,28989976,30121290
39900,"Reno, NV (Metropolitan Statistical Area)",2,Population (persons) 1/,418892,421787,425951,427901,431208,434878,440110,446329,453709,460605,468335,475642
39900,"Reno, NV (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,43290,41172,43530,45369,43597,43631,46204,50752,52787,57070,61900,63328
40060,"Richmond, VA (Metropolitan Statistical Area) *",1,Personal income (thousands of dollars),51549397,49343944,51016738,54322968,57908229,58280354,61403386,64916459,67095844,70521983,73178594,75741839
40060,"Richmond, VA (Metropolitan Statistical Area) *",2,Population (persons) 1/,1168018,1179342,1188246,1197059,1211015,1222549,1235006,1246665,1258471,1269566,1281053,1291900
40060,"Richmond, VA (Metropolitan Statistical Area) *",3,Per capita personal income (dollars) 2/,44134,41840,42934,45380,47818,47671,49719,52072,53315,55548,57124,58628
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),127126882,124009422,127926884,135968619,139872107,144258043,152895111,163116137,171115495,177943888,186261819,196452976
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,4113447,4160685,4242424,4294897,4334716,4369493,4415343,4461227,4512041,4565909,4612542,4650631
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,30905,29805,30154,31658,32268,33015,34628,36563,37924,38972,40382,42242
40220,"Roanoke, VA (Metropolitan Statistical Area) *",1,Personal income (thousands of dollars),11557257,11405016,11641321,12138346,12853437,12669598,13130846,13823223,13913855,14214104,14741327,15151947
40220,"Roanoke, VA (Metropolitan Statistical Area) *",2,Population (persons) 1/,305596,307816,308589,309134,310479,311878,312747,313152,312647,312988,313033,313222
40220,"Roanoke, VA (Metropolitan Statistical Area) *",3,Per capita personal income (dollars) 2/,37819,37051,37724,39266,41399,40624,41986,44142,44503,45414,47092,48374
40340,"Rochester, MN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),8340726,8254764,8847715,9180822,9685088,9847271,10138080,10588011,10887859,11428741,12071724,12438700
40340,"Rochester, MN (Metropolitan Statistical Area)",2,Population (persons) 1/,204181,206097,207222,208473,209547,211502,212659,213933,216163,217993,219814,221921
40340,"Rochester, MN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,40850,40053,42697,44038,46219,46559,47673,49492,50369,52427,54918,56050
40380,"Rochester, NY (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),41010228,41145703,42758125,44807052,46983784,46642389,47600486,49949372,50678704,53307457,54775889,56936973
40380,"Rochester, NY (Metropolitan Statistical Area)",2,Population (persons) 1/,1075302,1077941,1079974,1081557,1081508,1081736,1080094,1077092,1074063,1071962,1071621,1069644
40380,"Rochester, NY (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,38138,38171,39592,41428,43443,43118,44071,46374,47184,49729,51115,53230
40420,"Rockford, IL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),11933145,11561240,11831811,12279650,12582901,12841077,13220046,13743381,13808710,14319722,14842571,15052234
40420,"Rockford, IL (Metropolitan Statistical Area)",2,Population (persons) 1/,349937,349766,349184,347773,345819,344692,342409,340727,339635,338194,337110,336116
40420,"Rockford, IL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,34101,33054,33884,35309,36386,37254,38609,40335,40657,42342,44029,44783
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4806110,4800540,4874454,4984119,5144857,5051274,5268555,5387946,5437896,5616007,5831032,6041241
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",2,Population (persons) 1/,151138,151729,152405,151790,150862,149843,149066,147529,147236,146775,146078,145770
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,31799,31639,31984,32836,34103,33710,35344,36521,36933,38263,39917,41444
40660,"Rome, GA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2870175,2835085,2917603,3011201,3064146,3102300,3259604,3415448,3494409,3614529,3760045,3872375
40660,"Rome, GA (Metropolitan Statistical Area)",2,Population (persons) 1/,95922,96383,96431,96161,95940,95880,95868,96186,96698,97500,97964,98498
40660,"Rome, GA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,29922,29415,30256,31314,31938,32356,34001,35509,36137,37072,38382,39314
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),87902524,86205516,88581303,93524627,97754276,101428315,107965573,115713023,120612129,125826082,132323857,139088819
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,2108310,2132657,2153613,2172948,2190266,2210512,2235640,2263121,2291533,2319572,2341940,2363730
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,41693,40422,41131,43040,44631,45885,48293,51130,52634,54245,56502,58843
40980,"Saginaw, MI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),5948568,5871478,6099417,6328820,6418545,6491489,6671107,6934995,7052562,7141643,7540269,7723177
40980,"Saginaw, MI (Metropolitan Statistical Area)",2,Population (persons) 1/,201966,200835,199862,198899,198363,196794,195248,193305,192507,191965,190791,190539
40980,"Saginaw, MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,29453,29235,30518,31819,32358,32986,34167,35876,36635,37203,39521,40533
41060,"St. Cloud, MN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),6467392,6262969,6519588,7027077,7379013,7594535,8069353,8351720,8417932,8870147,9255764,9580328
41060,"St. Cloud, MN (Metropolitan Statistical Area)",2,Population (persons) 1/,186507,188114,189218,190090,190562,191552,193109,195425,196912,198436,200166,201964
41060,"St. Cloud, MN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,34676,33293,34455,36967,38722,39647,41787,42736,42750,44700,46240,47436
41100,"St. George, UT (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3594265,3489153,3602106,3788671,4034723,4305593,4708745,5115741,5548089,6146500,6871840,7259617
41100,"St. George, UT (Metropolitan Statistical Area)",2,Population (persons) 1/,135552,137088,138389,141249,144139,146987,151081,154650,159352,165929,171567,177556
41100,"St. George, UT (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,26516,25452,26029,26823,27992,29292,31167,33079,34817,37043,40053,40886
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4002519,3980404,3972526,4239145,4378285,4456791,4521406,4590097,4643514,4778976,4840654,5025839
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",2,Population (persons) 1/,126077,127001,127271,127700,127908,127635,127261,126724,126597,126323,125998,125223
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,31747,31342,31213,33196,34230,34918,35529,36221,36679,37831,38418,40135
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),118467099,114159685,118383785,122780417,130546919,129532524,134629346,139553430,144322152,147006378,154995620,159567017
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",2,Population (persons) 1/,2767776,2779404,2789989,2795155,2796682,2799472,2803430,2807503,2805502,2805758,2803958,2803228
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,42802,41073,42432,43926,46679,46270,48023,49707,51443,52395,55277,56923
41420,"Salem, OR (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),12271686,12076805,12317582,12774828,13189643,13513784,14493699,15603737,16472930,17417343,18520089,19399478
41420,"Salem, OR (Metropolitan Statistical Area)",2,Population (persons) 1/,384075,388323,391479,393978,396076,398015,402092,408022,416818,424242,430404,433903
41420,"Salem, OR (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,31951,31100,31464,32425,33301,33953,36046,38242,39521,41055,43030,44709
41500,"Salinas, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),16656082,16644678,17263664,17832488,18661045,19536646,20793265,22530852,23209395,23765296,24576499,25973189
41500,"Salinas, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,406022,410263,416373,420456,424788,426712,428475,430552,433953,434534,433950,434061
41500,"Salinas, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,41023,40571,41462,42412,43930,45784,48529,52330,53484,54691,56634,59838
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),13497354,13280110,13636949,14352434,15013376,15714034,16615437,17975862,18223771,19094118,19923630,20567257
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",2,Population (persons) 1/,366772,370558,374821,378196,381216,384567,388766,393526,398676,404155,409999,415726
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,36800,35838,36383,37950,39383,40862,42739,45679,45711,47245,48594,49473
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),40177190,38262914,39344828,42492172,45632457,46874998,49531185,53386587,56146787,59311382,63554301,67119992
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",2,Population (persons) 1/,1055462,1074013,1091478,1106800,1123748,1140025,1151447,1164912,1184721,1204205,1218681,1232696
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,38066,35626,36047,38392,40607,41118,43016,45829,47392,49254,52150,54450
41660,"San Angelo, TX (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4169904,3941369,4173139,4422338,4702390,4837071,5313686,5183759,5078794,5326599,5784930,6016858
41660,"San Angelo, TX (Metropolitan Statistical Area)",2,Population (persons) 1/,110379,111626,113422,114513,116071,117519,119233,120390,120535,120365,120834,122027
41660,"San Angelo, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,37778,35309,36793,38619,40513,41160,44566,43058,42135,44254,47875,49308
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),74550185,72808342,77233922,84254324,87538545,91085006,99115825,103156419,105483724,111692518,118958647,124191616
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",2,Population (persons) 1/,2061275,2105672,2153009,2193923,2236981,2280002,2328894,2379232,2426276,2472121,2512379,2550960
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,36167,34577,35873,38404,39132,39950,42559,43357,43476,45181,47349,48684
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),136390559,131877187,136969778,145975037,153367801,158965053,169638087,179862110,186813359,193892473,203855654,212748650
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,3022116,3061203,3103212,3137156,3174335,3209768,3248877,3280850,3306089,3321237,3333861,3338330
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,45131,43080,44138,46531,48315,49525,52214,54822,56506,58380,61147,63729
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),268415411,255726664,266002196,288057649,313789675,322045787,350086443,384100926,408941255,439032236,473747078,496466826
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,4243932,4302830,4343634,4395725,4455473,4519636,4584981,4647924,4688198,4712421,4726314,4731803
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,63247,59432,61240,65531,70428,71255,76355,82639,87228,93165,100236,104921
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),109082904,102758008,111534137,122437972,136004062,138480357,152068950,167855808,181898674,197624722,216457424,227095402
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,1795231,1819573,1841556,1868031,1894452,1923664,1949578,1974501,1987593,1992674,1993804,1990660
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,60763,56474,60565,65544,71791,71988,78001,85012,91517,99176,108565,114080
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),10601675,10472516,10855099,11573567,12247840,12673213,13546769,14509065,14937322,15700229,16465164,17270828
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,266358,268145,269802,271058,274160,275696,278227,280077,281803,282481,283354,283111
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,39802,39055,40234,42698,44674,45968,48690,51804,53006,55580,58108,61004
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),12118170,11824714,12794043,13299282,14165234,14532865,15313560,16249937,16730037,17791731,18697119,19559977
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,256520,260009,263147,264858,266340,268816,270861,273503,274396,274856,273841,273213
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,47241,45478,48619,50213,53185,54062,56537,59414,60970,64731,68277,71592
42140,"Santa Fe, NM (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),6435060,6189169,6250949,6609954,6928267,6943346,7473614,7692465,8100456,8231475,8790396,9063004
42140,"Santa Fe, NM (Metropolitan Statistical Area)",2,Population (persons) 1/,141704,143205,144522,145847,146722,147465,147782,148098,148758,149491,149761,150358
42140,"Santa Fe, NM (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,45412,43219,43253,45321,47220,47085,50572,51942,54454,55063,58696,60276
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),19018816,18588730,19354013,20800742,22010076,22040352,23608278,25225688,25591726,26670875,28224056,29502767
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,415859,420356,424231,425453,429699,434601,439045,442229,444340,445298,445780,446499
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,45734,44221,45621,48891,51222,50714,53772,57042,57595,59894,63314,66076
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),20654025,20055408,20830579,21965851,22991360,24016769,25701006,27766194,28835169,30161812,31612355,32972432
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,473091,479479,484755,487421,489993,494073,498560,500863,502547,502469,498643,494336
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,43658,41828,42971,45065,46922,48610,51550,55437,57378,60027,63397,66700
42340,"Savannah, GA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),12631614,12556411,13089864,14055837,14324203,14604110,15391089,16305295,16610102,17427373,18319186,18829571
42340,"Savannah, GA (Metropolitan Statistical Area)",2,Population (persons) 1/,335185,344017,348640,355582,361745,365103,371275,377827,383153,386394,389453,393353
42340,"Savannah, GA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,37685,36499,37546,39529,39598,40000,41455,43155,43351,45103,47038,47869
42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),19988038,19944525,20574826,21333430,21802967,21642455,22405645,23251752,23829375,24435739,25535827,26245576
42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",2,Population (persons) 1/,561548,562933,563740,563676,563704,561495,560146,557734,555722,555655,555215,553885
42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,35595,35430,36497,37847,38678,38544,40000,41690,42880,43976,45993,47385
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),175757426,164437736,168310441,179835829,198375359,204281077,223562420,238160804,253138461,271383679,294409674,310717787
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",2,Population (persons) 1/,3355042,3414797,3449241,3503891,3558829,3612347,3675160,3739654,3816355,3885579,3935179,3979845
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,52386,48154,48796,51325,55742,56551,60831,63685,66330,69844,74815,78073
42680,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),8402292,7104029,7291344,8001026,8550399,8592769,9600373,10108919,10768763,11454945,12473322,12924659
42680,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",2,Population (persons) 1/,136277,137016,138270,139103,140473,141895,144445,147434,151159,154241,157187,159923
42680,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,61656,51848,52733,57519,60869,60557,66464,68566,71241,74267,79353,80818
42700,"Sebring-Avon Park, FL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2738149,2715630,2839216,2913943,2938159,2916520,3030199,3186066,3273759,3428227,3520298,3662511
42700,"Sebring-Avon Park, FL (Metropolitan Statistical Area)",2,Population (persons) 1/,99568,98956,98635,98477,98222,98077,98584,100137,102041,103852,104933,106221
42700,"Sebring-Avon Park, FL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,27500,27443,28785,29590,29913,29737,30737,31817,32083,33011,33548,34480
43100,"Sheboygan, WI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4587951,4470862,4491663,4704538,5058669,4972269,5233074,5453389,5544641,5849961,6137617,6309435
43100,"Sheboygan, WI (Metropolitan Statistical Area)",2,Population (persons) 1/,115652,115562,115524,115208,114767,114697,114982,115196,115030,115089,115233,115340
43100,"Sheboygan, WI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,39670,38688,38881,40835,44078,43351,45512,47340,48202,50830,53263,54703
43300,"Sherman-Denison, TX (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3941638,3806774,3904991,4127422,4340610,4419341,4690074,4871518,5125785,5350091,5683293,5991490
43300,"Sherman-Denison, TX (Metropolitan Statistical Area)",2,Population (persons) 1/,118834,120069,121034,121430,121854,122362,123599,125628,128291,131152,133787,136212
43300,"Sherman-Denison, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,33169,31705,32264,33990,35621,36117,37946,38777,39954,40793,42480,43987
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),15394566,14720883,15702599,16216912,16675025,17042125,18352090,18078039,17402179,17552237,18672868,19068236
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",2,Population (persons) 1/,392367,394845,399935,403880,407435,406237,404534,404000,401947,400161,397281,394706
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,39235,37283,39263,40153,40927,41951,45366,44748,43295,43863,47002,48310
43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4260556,4448084,4556212,4686920,4535292,4477829,4561348,4670449,4712805,4877224,5045137,5259219
43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",2,Population (persons) 1/,129023,130081,131822,133097,132017,129578,127314,126454,125686,124864,126411,125922
43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,33022,34195,34563,35214,34354,34557,35828,36934,37497,39060,39911,41766
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),6105892,5656261,5872816,5805449,5983349,5914811,6194640,6594134,6724560,6847208,7363690,7644480
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",2,Population (persons) 1/,141298,142645,143901,144171,143723,143623,143590,143736,143844,143165,143787,144701
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,43213,39653,40812,40268,41631,41183,43141,45877,46749,47827,51212,52829
43620,"Sioux Falls, SD (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),10245930,10081115,10620149,11023784,11754266,11627843,12677699,13761971,14274351,14943379,15891144,16631099
43620,"Sioux Falls, SD (Metropolitan Statistical Area)",2,Population (persons) 1/,221887,225913,229099,232150,237032,241772,246133,250012,254602,260083,263810,268232
43620,"Sioux Falls, SD (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,46176,44624,46356,47486,49589,48094,51508,55045,56065,57456,60237,62003
43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),11275531,10586642,10911871,11568795,12114468,12317993,12993802,13775245,13923704,14606973,15263634,15544754
43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",2,Population (persons) 1/,319966,319189,319044,318884,318296,318639,319410,319703,321144,321538,322697,323613
43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,35240,33167,34202,36279,38060,38658,40681,43088,43357,45428,47300,48035
43900,"Spartanburg, SC (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),9383480,8828224,9117819,9675160,10414088,10217192,11183423,11765741,12324966,12822583,13525267,14124521
43900,"Spartanburg, SC (Metropolitan Statistical Area)",2,Population (persons) 1/,279673,283335,284731,286102,288176,290414,292981,296558,300867,306740,314137,319785
43900,"Spartanburg, SC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,33552,31158,32023,33817,36138,35181,38171,39674,40965,41803,43055,44169
44060,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),17744624,17452393,17912195,18682412,19443449,19661078,20843860,21913899,22854063,24168968,25876063,27190815
44060,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",2,Population (persons) 1/,505661,511783,515553,516889,518930,521603,526336,532163,541030,550259,558827,568521
44060,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,35092,34101,34744,36144,37468,37694,39602,41179,42242,43923,46304,47827
44100,"Springfield, IL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),7685699,7877834,8255598,8632873,8644092,8913926,9186259,9377951,9457998,9711836,9971208,10198822
44100,"Springfield, IL (Metropolitan Statistical Area)",2,Population (persons) 1/,207874,208900,210465,211736,212095,211713,211692,211254,210424,209365,207928,206868
44100,"Springfield, IL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,36973,37711,39226,40772,40756,42104,43394,44392,44947,46387,47955,49301
44140,"Springfield, MA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),26407649,26581309,27373425,28732795,30224716,30507279,31744432,33530052,34260875,35167317,36629063,37643308
44140,"Springfield, MA (Metropolitan Statistical Area)",2,Population (persons) 1/,691239,692079,694935,698017,699061,699964,701671,700688,699804,699387,700138,697382
44140,"Springfield, MA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,38203,38408,39390,41163,43236,43584,45241,47853,48958,50283,52317,53978
44180,"Springfield, MO (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),14177330,13861979,13975534,14545002,15314624,15457665,16260938,17208341,17599347,18495016,19230402,20037243
44180,"Springfield, MO (Metropolitan Statistical Area)",2,Population (persons) 1/,429289,434220,437349,440432,444329,448427,451556,455593,457917,462090,466273,470300
44180,"Springfield, MO (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,33025,31924,31955,33024,34467,34471,36011,37771,38433,40025,41243,42605
44220,"Springfield, OH (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4417512,4389020,4450591,4670226,4736679,4791313,4922597,5041325,5122990,5307351,5456881,5606209
44220,"Springfield, OH (Metropolitan Statistical Area)",2,Population (persons) 1/,139404,138778,138274,137811,137171,136638,136311,135746,134723,134549,134528,134083
44220,"Springfield, OH (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,31689,31626,32187,33889,34531,35066,36113,37138,38026,39445,40563,41811
44300,"State College, PA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),5187938,5216560,5506441,5814828,6020263,6275406,6604536,6691308,6903061,7258779,7457920,7723642
44300,"State College, PA (Metropolitan Statistical Area)",2,Population (persons) 1/,151645,153052,154230,155067,155826,158231,159653,160466,162034,162316,162601,162385
44300,"State College, PA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,34211,34084,35703,37499,38635,39660,41368,41699,42603,44720,45866,47564
44420,"Staunton, VA (Metropolitan Statistical Area) *",1,Personal income (thousands of dollars),4173465,4163354,4257939,4362447,4445967,4495862,4725516,4894981,5004575,5212524,5436837,5621379
44420,"Staunton, VA (Metropolitan Statistical Area) *",2,Population (persons) 1/,118420,118593,118314,118774,118463,119110,119469,120019,120747,121744,122628,123120
44420,"Staunton, VA (Metropolitan Statistical Area) *",3,Per capita personal income (dollars) 2/,35243,35106,35988,36729,37530,37745,39554,40785,41447,42815,44336,45658
44700,"Stockton, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),21699463,21764015,22508045,23239836,24068159,25073348,26791397,28984215,30502705,31900044,33634157,35926949
44700,"Stockton, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,671692,677736,687127,694354,699593,702046,711579,722271,732809,743296,752491,762148
44700,"Stockton, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,32306,32113,32757,33470,34403,35715,37651,40129,41624,42917,44697,47139
44940,"Sumter, SC (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3979940,3934731,4062238,4267919,4541032,4594793,4698720,4833330,4893040,5030346,5232598,5434249
44940,"Sumter, SC (Metropolitan Statistical Area)",2,Population (persons) 1/,141338,141946,142555,142018,142126,142007,141877,141180,141334,140443,140151,140466
44940,"Sumter, SC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,28159,27720,28496,30052,31951,32356,33118,34235,34620,35818,37335,38687
45060,"Syracuse, NY (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),24157937,24478081,25216437,26155842,27157220,27312050,28134800,29379268,29785016,31352558,32483834,33759608
45060,"Syracuse, NY (Metropolitan Statistical Area)",2,Population (persons) 1/,658913,660857,663110,662482,660902,661773,660085,657648,654391,651164,650281,648593
